Name,Fill_rate,Normal_capacity,Reserve,Date
Al Hanssali,19.3,668.2,129.3,23/7/2020
Al Hanssali,44.6,668.2,297.9,23/7/2019
Al Massira,15.6,2657.0,413.3,23/7/2020
Al Massira,19.0,2657.0,504.1,23/7/2019
Oued El Makhazine,92.6,672.9,623.3,24/7/2020
Oued El Makhazine,89.7,672.9,603.9,24/7/2019
Hassan II,30.2,392.3,118.4,24/7/2020
Hassan II,39.0,392.3,153.2,24/7/2019
Oued ZA,100.0,94.9,94.9,24/7/2020
Oued ZA,100.0,94.9,94.9,24/7/2019
Mohamed V,19.0,239.5,45.6,24/7/2020
Mohamed V,27.8,239.5,66.5,24/7/2019
Idriss 1er,74.8,1129.6,845.0,24/7/2020
Idriss 1er,87.8,1129.6,991.5,24/7/2019
Al Wahda,60.2,3522.25,2119.00,24/7/2020
Al Wahda,58.8,3522.25,2072.8,24/7/2019
El Kensera,33.7,216.4,72.8,24/7/2020
El Kensera,67.7,216.4,146.5,24/7/2019
Bin El Ouidane,27.8,1215.5,337.5,24/7/2020
Bin El Ouidane,57.0,1215.5,692.4,24/7/2019
Al Hanssali,19.0,668.2,127.2,24/7/2020
Al Hanssali,44.1,668.2,294.5,24/7/2019
Al Massira,15.5,2657.0,411.6,24/7/2020
Al Massira,19.0,2657.0,503.6,24/7/2019
Oued El Makhazine,92.4,672.9,621.9,25/7/2020
Oued El Makhazine,89.5,672.9,602.5,25/7/2019
Hassan II,30.1,392.3,118.0,25/7/2020
Hassan II,39.0,392.3,153.1,25/7/2019
Oued ZA,100.0,94.9,94.9,25/7/2020
Oued ZA,100.0,94.9,94.9,25/7/2019
Mohamed V,18.9,239.5,45.2,25/7/2020
Mohamed V,26.7,239.5,64.0,25/7/2019
Idriss 1er,74.5,1129.6,842.0,25/7/2020
Idriss 1er,87.7,1129.6,991.0,25/7/2019
Al Wahda,60.0,3522.25,2114.45,25/7/2020
Al Wahda,58.8,3522.25,2070.1,25/7/2019
El Kensera,33.6,216.4,72.7,25/7/2020
El Kensera,67.3,216.4,145.7,25/7/2019
Bin El Ouidane,27.8,1215.5,337.5,25/7/2020
Bin El Ouidane,56.7,1215.5,689.6,25/7/2019
Al Hanssali,19.5,668.2,130.3,25/7/2020
Al Hanssali,43.8,668.2,292.9,25/7/2019
Al Massira,15.5,2657.0,411.6,25/7/2020
Al Massira,18.9,2657.0,503.2,25/7/2019
Oued El Makhazine,92.3,672.9,620.8,26/7/2020
Oued El Makhazine,89.5,672.9,602.5,26/7/2019
Hassan II,30.0,392.3,117.6,26/7/2020
Hassan II,39.0,392.3,153.1,26/7/2019
Oued ZA,100.0,94.9,94.9,26/7/2020
Oued ZA,100.0,94.9,94.9,26/7/2019
Mohamed V,18.4,239.5,44.2,26/7/2020
Mohamed V,26.7,239.5,64.0,26/7/2019
Idriss 1er,74.3,1129.6,839.6,26/7/2020
Idriss 1er,87.7,1129.6,991.0,26/7/2019
Al Wahda,59.9,3522.25,2110.81,26/7/2020
Al Wahda,58.8,3522.25,2070.1,26/7/2019
El Kensera,33.6,216.4,72.6,26/7/2020
El Kensera,67.3,216.4,145.7,26/7/2019
Bin El Ouidane,27.5,1215.5,333.8,26/7/2020
Bin El Ouidane,56.7,1215.5,689.6,26/7/2019
Al Hanssali,19.6,668.2,130.7,26/7/2020
Al Hanssali,43.8,668.2,292.9,26/7/2019
Al Massira,15.5,2657.0,410.8,26/7/2020
Al Massira,18.9,2657.0,503.2,26/7/2019
Oued El Makhazine,92.1,672.9,619.4,27/7/2020
Oued El Makhazine,89.2,672.9,600.4,27/7/2019
Hassan II,29.8,392.3,117.1,27/7/2020
Hassan II,39.0,392.3,152.9,27/7/2019
Oued ZA,100.0,94.9,94.9,27/7/2020
Oued ZA,99.9,94.9,94.8,27/7/2019
Mohamed V,17.9,239.5,42.8,27/7/2020
Mohamed V,25.2,239.5,60.3,27/7/2019
Idriss 1er,74.0,1129.6,835.7,27/7/2020
Idriss 1er,87.3,1129.6,986.3,27/7/2019
Al Wahda,59.8,3522.25,2107.17,27/7/2020
Al Wahda,58.6,3522.25,2063.9,27/7/2019
El Kensera,33.5,216.4,72.6,27/7/2020
El Kensera,66.6,216.4,144.2,27/7/2019
Bin El Ouidane,27.5,1215.5,333.7,27/7/2020
Bin El Ouidane,56.3,1215.5,684.4,27/7/2019
Al Hanssali,19.6,668.2,130.7,27/7/2020
Al Hanssali,43.5,668.2,290.9,27/7/2019
Al Massira,15.4,2657.0,410.4,27/7/2020
Al Massira,19.1,2657.0,507.0,27/7/2019
Oued El Makhazine,91.8,672.9,618.0,28/7/2020
Oued El Makhazine,89.1,672.9,599.3,28/7/2019
Hassan II,29.7,392.3,116.7,28/7/2020
Hassan II,38.9,392.3,152.8,28/7/2019
Oued ZA,100.0,94.9,94.9,28/7/2020
Oued ZA,99.9,94.9,94.8,28/7/2019
Mohamed V,16.8,239.5,40.3,28/7/2020
Mohamed V,24.5,239.5,58.7,28/7/2019
Idriss 1er,73.7,1129.6,832.8,28/7/2020
Idriss 1er,87.1,1129.6,983.6,28/7/2019
Al Wahda,59.7,3522.25,2104.45,28/7/2020
Al Wahda,58.5,3522.25,2060.3,28/7/2019
El Kensera,33.5,216.4,72.5,28/7/2020
El Kensera,66.2,216.4,143.3,28/7/2019
Bin El Ouidane,27.5,1215.5,333.7,28/7/2020
Bin El Ouidane,56.1,1215.5,681.7,28/7/2019
Al Hanssali,19.4,668.2,129.5,28/7/2020
Al Hanssali,43.5,668.2,290.6,28/7/2019
Al Massira,15.3,2657.0,406.8,28/7/2020
Al Massira,19.1,2657.0,507.5,28/7/2019
Oued El Makhazine,91.7,672.9,616.9,29/7/2020
Oued El Makhazine,88.9,672.9,598.2,29/7/2019
Hassan II,29.6,392.3,116.1,29/7/2020
Hassan II,38.9,392.3,152.8,29/7/2019
Oued ZA,100.0,94.9,94.9,29/7/2020
Oued ZA,99.8,94.9,94.7,29/7/2019
Mohamed V,16.8,239.5,40.3,29/7/2020
Mohamed V,23.8,239.5,56.9,29/7/2019
Idriss 1er,73.4,1129.6,829.4,29/7/2020
Idriss 1er,86.9,1129.6,981.6,29/7/2019
Al Wahda,59.6,3522.25,2100.82,29/7/2020
Al Wahda,58.4,3522.25,2056.7,29/7/2019
El Kensera,33.5,216.4,72.5,29/7/2020
El Kensera,65.8,216.4,142.4,29/7/2019
Bin El Ouidane,27.3,1215.5,331.7,29/7/2020
Bin El Ouidane,55.9,1215.5,678.9,29/7/2019
Al Hanssali,19.2,668.2,128.2,29/7/2020
Al Hanssali,43.4,668.2,290.2,29/7/2019
Al Massira,15.3,2657.0,406.8,29/7/2020
Al Massira,19.1,2657.0,507.9,29/7/2019
Oued El Makhazine,91.4,672.9,614.8,1/8/2020
Oued El Makhazine,88.3,672.9,594.4,1/8/2019
Hassan II,29.2,392.3,114.6,1/8/2020
Hassan II,38.9,392.3,152.8,1/8/2019
Oued ZA,100.0,94.9,94.9,1/8/2020
Oued ZA,99.4,94.9,94.4,1/8/2019
Mohamed V,15.4,239.5,37.0,1/8/2020
Mohamed V,21.1,239.5,50.6,1/8/2019
Idriss 1er,72.8,1129.6,822.1,1/8/2020
Idriss 1er,86.7,1129.6,978.9,1/8/2019
Al Wahda,59.4,3522.25,2092.68,1/8/2020
Al Wahda,58.2,3522.25,2050.4,1/8/2019
El Kensera,33.4,216.4,72.3,1/8/2020
El Kensera,64.8,216.4,140.2,1/8/2019
Bin El Ouidane,27.3,1215.5,332.2,1/8/2020
Bin El Ouidane,55.1,1215.5,669.3,1/8/2019
Al Hanssali,19.0,668.2,126.6,1/8/2020
Al Hanssali,42.6,668.2,284.6,1/8/2019
Al Massira,15.3,2657.0,405.6,1/8/2020
Al Massira,19.0,2657.0,505.6,1/8/2019
Oued El Makhazine,91.2,672.9,613.8,2/8/2020
Oued El Makhazine,88.2,672.9,593.3,2/8/2019
Hassan II,29.1,392.3,114.0,2/8/2020
Hassan II,38.9,392.3,152.8,2/8/2019
Oued ZA,100.0,94.9,94.9,2/8/2020
Oued ZA,99.3,94.9,94.2,2/8/2019
Mohamed V,15.0,239.5,36.0,2/8/2020
Mohamed V,20.1,239.5,48.1,2/8/2019
Idriss 1er,72.6,1129.6,819.7,2/8/2020
Idriss 1er,86.5,1129.6,976.9,2/8/2019
Al Wahda,59.3,3522.25,2089.96,2/8/2020
Al Wahda,57.9,3522.25,2040.6,2/8/2019
El Kensera,33.3,216.4,72.1,2/8/2020
El Kensera,64.4,216.4,139.5,2/8/2019
Bin El Ouidane,27.3,1215.5,332.4,2/8/2020
Bin El Ouidane,54.8,1215.5,666.0,2/8/2019
Al Hanssali,19.1,668.2,127.3,2/8/2020
Al Hanssali,42.2,668.2,281.8,2/8/2019
Al Massira,15.2,2657.0,404.8,2/8/2020
Al Massira,18.9,2657.0,501.7,2/8/2019
Oued El Makhazine,91.1,672.9,612.7,3/8/2020
Oued El Makhazine,88.0,672.9,592.3,3/8/2019
Hassan II,29.0,392.3,113.6,3/8/2020
Hassan II,38.9,392.3,152.8,3/8/2019
Oued ZA,100.0,94.9,94.9,3/8/2020
Oued ZA,99.2,94.9,94.2,3/8/2019
Mohamed V,14.6,239.5,35.1,3/8/2020
Mohamed V,18.9,239.5,45.3,3/8/2019
Idriss 1er,72.3,1129.6,816.8,3/8/2020
Idriss 1er,86.3,1129.6,974.2,3/8/2019
Al Wahda,59.3,3522.25,2088.16,3/8/2020
Al Wahda,57.8,3522.25,2037.1,3/8/2019
El Kensera,33.3,216.4,72.1,3/8/2020
El Kensera,64.0,216.4,138.5,3/8/2019
Bin El Ouidane,27.4,1215.5,332.5,3/8/2020
Bin El Ouidane,54.5,1215.5,662.3,3/8/2019
Al Hanssali,19.2,668.2,128.5,3/8/2020
Al Hanssali,41.8,668.2,279.4,3/8/2019
Al Massira,15.2,2657.0,404.8,3/8/2020
Al Massira,19.0,2657.0,504.6,3/8/2019
Oued El Makhazine,90.9,672.9,611.6,4/8/2020
Oued El Makhazine,87.9,672.9,591.2,4/8/2019
Hassan II,28.8,392.3,113.0,4/8/2020
Hassan II,38.9,392.3,152.7,4/8/2019
Oued ZA,100.0,94.9,94.9,4/8/2020
Oued ZA,99.1,94.9,94.0,4/8/2019
Mohamed V,14.1,239.5,33.8,4/8/2020
Mohamed V,18.2,239.5,43.6,4/8/2019
Idriss 1er,72.1,1129.6,813.9,4/8/2020
Idriss 1er,86.1,1129.6,972.2,4/8/2019
Al Wahda,59.2,3522.25,2084.55,4/8/2020
Al Wahda,57.7,3522.25,2033.5,4/8/2019
El Kensera,33.2,216.4,71.9,4/8/2020
El Kensera,63.6,216.4,137.7,4/8/2019
Bin El Ouidane,27.2,1215.5,331.2,4/8/2020
Bin El Ouidane,54.5,1215.5,662.3,4/8/2019
Al Hanssali,19.3,668.2,129.3,4/8/2020
Al Hanssali,41.9,668.2,279.9,4/8/2019
Al Massira,15.2,2657.0,403.6,4/8/2020
Al Massira,19.0,2657.0,504.1,4/8/2019
Oued El Makhazine,90.7,672.9,610.2,5/8/2020
Oued El Makhazine,87.7,672.9,590.1,5/8/2019
Hassan II,28.7,392.3,112.7,5/8/2020
Hassan II,38.9,392.3,152.7,5/8/2019
Oued ZA,100.0,94.9,94.9,5/8/2020
Oued ZA,99.3,94.9,94.2,5/8/2019
Mohamed V,14.1,239.5,33.8,5/8/2020
Mohamed V,17.6,239.5,42.1,5/8/2019
Idriss 1er,71.8,1129.6,811.1,5/8/2020
Idriss 1er,85.9,1129.6,970.6,5/8/2019
Al Wahda,59.1,3522.25,2081.84,5/8/2020
Al Wahda,57.7,3522.25,2030.9,5/8/2019
El Kensera,33.2,216.4,71.8,5/8/2020
El Kensera,63.3,216.4,137.1,5/8/2019
Bin El Ouidane,27.0,1215.5,328.1,5/8/2020
Bin El Ouidane,54.0,1215.5,656.3,5/8/2019
Al Hanssali,19.5,668.2,130.0,5/8/2020
Al Hanssali,41.8,668.2,279.4,5/8/2019
Al Massira,15.2,2657.0,403.6,5/8/2020
Al Massira,19.0,2657.0,505.6,5/8/2019
Oued El Makhazine,90.5,672.9,608.8,6/8/2020
Oued El Makhazine,87.5,672.9,588.7,6/8/2019
Hassan II,28.6,392.3,112.2,6/8/2020
Hassan II,38.9,392.3,152.6,6/8/2019
Oued ZA,100.0,94.9,94.9,6/8/2020
Oued ZA,99.2,94.9,94.2,6/8/2019
Mohamed V,14.1,239.5,33.8,6/8/2020
Mohamed V,16.2,239.5,38.9,6/8/2019
Idriss 1er,71.5,1129.6,807.7,6/8/2020
Idriss 1er,85.8,1129.6,969.0,6/8/2019
Al Wahda,59.0,3522.25,2078.24,6/8/2020
Al Wahda,57.6,3522.25,2027.3,6/8/2019
El Kensera,33.1,216.4,71.7,6/8/2020
El Kensera,62.9,216.4,136.1,6/8/2019
Bin El Ouidane,27.0,1215.5,328.1,6/8/2020
Bin El Ouidane,53.7,1215.5,653.1,6/8/2019
Al Hanssali,19.4,668.2,129.7,6/8/2020
Al Hanssali,41.5,668.2,277.1,6/8/2019
Al Massira,15.1,2657.0,401.1,6/8/2020
Al Massira,19.0,2657.0,506.0,6/8/2019
Oued El Makhazine,90.2,672.9,607.1,7/8/2020
Oued El Makhazine,87.3,672.9,587.7,7/8/2019
Hassan II,28.6,392.3,112.1,7/8/2020
Hassan II,38.9,392.3,152.6,7/8/2019
Oued ZA,100.0,94.9,94.9,7/8/2020
Oued ZA,99.2,94.9,94.1,7/8/2019
Mohamed V,11.6,239.5,27.7,7/8/2020
Mohamed V,14.9,239.5,35.7,7/8/2019
Idriss 1er,71.3,1129.6,805.3,7/8/2020
Idriss 1er,85.6,1129.6,967.0,7/8/2019
Al Wahda,58.9,3522.25,2073.74,7/8/2020
Al Wahda,57.5,3522.25,2024.7,7/8/2019
El Kensera,33.0,216.4,71.5,7/8/2020
El Kensera,62.6,216.4,135.4,7/8/2019
Bin El Ouidane,26.8,1215.5,326.0,7/8/2020
Bin El Ouidane,53.5,1215.5,650.4,7/8/2019
Al Hanssali,19.2,668.2,128.6,7/8/2020
Al Hanssali,41.2,668.2,275.5,7/8/2019
Al Massira,15.0,2657.0,398.7,7/8/2020
Al Massira,19.0,2657.0,505.6,7/8/2019
Oued El Makhazine,90.0,672.9,605.6,8/8/2020
Oued El Makhazine,87.2,672.9,586.6,8/8/2019
Hassan II,28.6,392.3,112.1,8/8/2020
Hassan II,38.9,392.3,152.5,8/8/2019
Oued ZA,100.0,94.9,94.9,8/8/2020
Oued ZA,99.0,94.9,94.0,8/8/2019
Mohamed V,3.8,239.5,9.0,8/8/2020
Mohamed V,13.8,239.5,33.1,8/8/2019
Idriss 1er,71.1,1129.6,803.4,8/8/2020
Idriss 1er,85.5,1129.6,965.9,8/8/2019
Al Wahda,58.8,3522.25,2071.04,8/8/2020
Al Wahda,57.4,3522.25,2021.1,8/8/2019
El Kensera,32.9,216.4,71.3,8/8/2020
El Kensera,62.2,216.4,134.5,8/8/2019
Bin El Ouidane,26.2,1215.5,318.3,8/8/2020
Bin El Ouidane,53.2,1215.5,647.2,8/8/2019
Al Hanssali,19.1,668.2,127.3,8/8/2020
Al Hanssali,41.1,668.2,274.4,8/8/2019
Al Massira,15.0,2657.0,397.5,8/8/2020
Al Massira,19.0,2657.0,504.6,8/8/2019
Oued El Makhazine,89.9,672.9,604.6,9/8/2020
Oued El Makhazine,86.9,672.9,584.9,9/8/2019
Hassan II,28.6,392.3,112.2,9/8/2020
Hassan II,38.9,392.3,152.4,9/8/2019
Oued ZA,100.0,94.9,94.9,9/8/2020
Oued ZA,99.0,94.9,93.9,9/8/2019
Mohamed V,3.8,239.5,9.0,9/8/2020
Mohamed V,12.8,239.5,30.7,9/8/2019
Idriss 1er,70.9,1129.6,800.5,9/8/2020
Idriss 1er,85.4,1129.6,964.9,9/8/2019
Al Wahda,58.7,3522.25,2068.35,9/8/2020
Al Wahda,57.2,3522.25,2015.8,9/8/2019
El Kensera,32.9,216.4,71.3,9/8/2020
El Kensera,61.8,216.4,133.7,9/8/2019
Bin El Ouidane,25.9,1215.5,314.6,9/8/2020
Bin El Ouidane,53.0,1215.5,644.7,9/8/2019
Al Hanssali,19.0,668.2,127.1,9/8/2020
Al Hanssali,40.9,668.2,273.3,9/8/2019
Al Massira,15.0,2657.0,397.5,9/8/2020
Al Massira,19.0,2657.0,503.6,9/8/2019
Oued El Makhazine,89.7,672.9,603.5,10/8/2020
Oued El Makhazine,86.8,672.9,583.8,10/8/2019
Hassan II,28.6,392.3,112.1,10/8/2020
Hassan II,38.8,392.3,152.4,10/8/2019
Oued ZA,100.0,94.9,94.9,10/8/2020
Oued ZA,98.9,94.9,93.8,10/8/2019
Mohamed V,3.8,239.5,9.0,10/8/2020
Mohamed V,12.1,239.5,28.9,10/8/2019
Idriss 1er,70.7,1129.6,799.1,10/8/2020
Idriss 1er,85.3,1129.6,963.3,10/8/2019
Al Wahda,58.6,3522.25,2064.76,10/8/2020
Al Wahda,57.1,3522.25,2012.3,10/8/2019
El Kensera,32.9,216.4,71.2,10/8/2020
El Kensera,61.4,216.4,132.9,10/8/2019
Bin El Ouidane,25.9,1215.5,314.6,10/8/2020
Bin El Ouidane,52.9,1215.5,642.5,10/8/2019
Al Hanssali,18.9,668.2,126.0,10/8/2020
Al Hanssali,40.7,668.2,272.2,10/8/2019
Al Massira,15.0,2657.0,398.3,10/8/2020
Al Massira,19.0,2657.0,504.1,10/8/2019
Oued El Makhazine,89.4,672.9,601.8,11/8/2020
Oued El Makhazine,86.6,672.9,582.4,11/8/2019
Hassan II,28.6,392.3,112.1,11/8/2020
Hassan II,38.8,392.3,152.4,11/8/2019
Oued ZA,100.0,94.9,94.9,11/8/2020
Oued ZA,98.8,94.9,93.8,11/8/2019
Mohamed V,10.2,239.5,24.5,11/8/2020
Mohamed V,11.7,239.5,28.0,11/8/2019
Idriss 1er,70.7,1129.6,798.1,11/8/2020
Idriss 1er,85.1,1129.6,960.8,11/8/2019
Al Wahda,58.5,3522.25,2061.17,11/8/2020
Al Wahda,57.0,3522.25,2008.8,11/8/2019
El Kensera,32.9,216.4,71.2,11/8/2020
El Kensera,61.1,216.4,132.2,11/8/2019
Bin El Ouidane,25.6,1215.5,310.6,11/8/2020
Bin El Ouidane,52.7,1215.5,640.1,11/8/2019
Al Hanssali,18.6,668.2,124.6,11/8/2020
Al Hanssali,40.5,668.2,270.6,11/8/2019
Al Massira,14.9,2657.0,397.1,11/8/2020
Al Massira,18.9,2657.0,503.2,11/8/2019
Oued El Makhazine,89.2,672.9,600.4,12/8/2020
Oued El Makhazine,86.7,672.9,583.5,12/8/2019
Hassan II,28.6,392.3,112.1,12/8/2020
Hassan II,0.3,392.3,1.3,12/8/2019
Oued ZA,100.0,94.9,94.9,12/8/2020
Oued ZA,98.8,94.9,93.7,12/8/2019
Mohamed V,10.3,239.5,24.8,12/8/2020
Mohamed V,11.6,239.5,27.7,12/8/2019
Idriss 1er,70.4,1129.6,795.8,12/8/2020
Idriss 1er,84.9,1129.6,959.2,12/8/2019
Al Wahda,58.4,3522.25,2057.59,12/8/2020
Al Wahda,56.9,3522.25,2005.3,12/8/2019
El Kensera,32.9,216.4,71.1,12/8/2020
El Kensera,61.1,216.4,132.2,12/8/2019
Bin El Ouidane,25.5,1215.5,309.5,12/8/2020
Bin El Ouidane,52.7,1215.5,640.1,12/8/2019
Al Hanssali,18.5,668.2,123.4,12/8/2020
Al Hanssali,40.4,668.2,269.7,12/8/2019
Al Massira,14.9,2657.0,395.6,12/8/2020
Al Massira,19.6,2657.0,521.0,12/8/2019
Oued El Makhazine,89.1,672.9,599.3,13/8/2020
Oued El Makhazine,86.2,672.9,580.3,13/8/2019
Hassan II,28.6,392.3,112.1,13/8/2020
Hassan II,38.8,392.3,152.3,13/8/2019
Oued ZA,100.0,94.9,94.9,13/8/2020
Oued ZA,98.7,94.9,93.6,13/8/2019
Mohamed V,12.7,239.5,30.5,13/8/2020
Mohamed V,9.1,239.5,21.9,13/8/2019
Idriss 1er,70.2,1129.6,792.4,13/8/2020
Idriss 1er,84.8,1129.6,958.2,13/8/2019
Al Wahda,58.3,3522.25,2054.02,13/8/2020
Al Wahda,56.9,3522.25,2002.6,13/8/2019
El Kensera,32.8,216.4,71.0,13/8/2020
El Kensera,61.1,216.4,132.2,13/8/2019
Bin El Ouidane,25.4,1215.5,308.2,13/8/2020
Bin El Ouidane,52.3,1215.5,636.2,13/8/2019
Al Hanssali,18.3,668.2,122.3,13/8/2020
Al Hanssali,40.1,668.2,268.2,13/8/2019
Al Massira,14.9,2657.0,394.8,13/8/2020
Al Massira,19.6,2657.0,519.5,13/8/2019
Oued El Makhazine,88.9,672.9,597.9,14/8/2020
Oued El Makhazine,86.1,672.9,579.6,14/8/2019
Hassan II,28.6,392.3,112.0,14/8/2020
Hassan II,38.8,392.3,152.3,14/8/2019
Oued ZA,100.0,94.9,94.9,14/8/2020
Oued ZA,98.6,94.9,93.5,14/8/2019
Mohamed V,15.2,239.5,36.5,14/8/2020
Mohamed V,8.0,239.5,19.1,14/8/2019
Idriss 1er,70.0,1129.6,790.5,14/8/2020
Idriss 1er,84.6,1129.6,956.1,14/8/2019
Al Wahda,58.2,3522.25,2050.44,14/8/2020
Al Wahda,56.8,3522.25,2000.0,14/8/2019
El Kensera,32.8,216.4,70.9,14/8/2020
El Kensera,61.0,216.4,132.1,14/8/2019
Bin El Ouidane,25.3,1215.5,307.3,14/8/2020
Bin El Ouidane,52.2,1215.5,634.2,14/8/2019
Al Hanssali,18.1,668.2,120.9,14/8/2020
Al Hanssali,40.0,668.2,267.4,14/8/2019
Al Massira,14.9,2657.0,395.2,14/8/2020
Al Massira,19.4,2657.0,516.1,14/8/2019
Oued El Makhazine,88.7,672.9,596.8,15/8/2020
Oued El Makhazine,86.0,672.9,578.9,15/8/2019
Hassan II,28.6,392.3,112.0,15/8/2020
Hassan II,38.8,392.3,152.3,15/8/2019
Oued ZA,100.0,94.9,94.9,15/8/2020
Oued ZA,98.6,94.9,93.5,15/8/2019
Mohamed V,15.9,239.5,38.1,15/8/2020
Mohamed V,5.1,239.5,12.2,15/8/2019
Idriss 1er,69.6,1129.6,786.7,15/8/2020
Idriss 1er,84.4,1129.6,953.5,15/8/2019
Al Wahda,58.1,3522.25,2046.87,15/8/2020
Al Wahda,56.7,3522.25,1996.5,15/8/2019
El Kensera,32.7,216.4,70.9,15/8/2020
El Kensera,61.0,216.4,132.1,15/8/2019
Bin El Ouidane,25.2,1215.5,306.5,15/8/2020
Bin El Ouidane,52.0,1215.5,631.6,15/8/2019
Al Hanssali,17.9,668.2,119.7,15/8/2020
Al Hanssali,40.0,668.2,267.4,15/8/2019
Al Massira,14.9,2657.0,395.2,15/8/2020
Al Massira,19.2,2657.0,509.9,15/8/2019
Oued El Makhazine,88.5,672.9,595.8,16/8/2020
Oued El Makhazine,85.8,672.9,577.5,16/8/2019
Hassan II,28.6,392.3,112.0,16/8/2020
Hassan II,38.8,392.3,152.3,16/8/2019
Oued ZA,100.0,94.9,94.9,16/8/2020
Oued ZA,98.5,94.9,93.5,16/8/2019
Mohamed V,16.5,239.5,39.5,16/8/2020
Mohamed V,6.6,239.5,15.7,16/8/2019
Idriss 1er,69.4,1129.6,783.9,16/8/2020
Idriss 1er,84.3,1129.6,952.0,16/8/2019
Al Wahda,58.0,3522.25,2043.31,16/8/2020
Al Wahda,56.6,3522.25,1993.9,16/8/2019
El Kensera,32.7,216.4,70.8,16/8/2020
El Kensera,61.0,216.4,132.0,16/8/2019
Bin El Ouidane,25.2,1215.5,305.7,16/8/2020
Bin El Ouidane,51.8,1215.5,629.6,16/8/2019
Al Hanssali,17.7,668.2,118.4,16/8/2020
Al Hanssali,39.9,668.2,266.8,16/8/2019
Al Massira,14.9,2657.0,395.6,16/8/2020
Al Massira,19.0,2657.0,505.1,16/8/2019
Oued El Makhazine,88.4,672.9,594.7,17/8/2020
Oued El Makhazine,85.6,672.9,576.1,17/8/2019
Hassan II,28.6,392.3,112.0,17/8/2020
Hassan II,38.8,392.3,152.2,17/8/2019
Oued ZA,100.0,94.9,94.9,17/8/2020
Oued ZA,98.5,94.9,93.5,17/8/2019
Mohamed V,17.2,239.5,41.1,17/8/2020
Mohamed V,6.6,239.5,15.7,17/8/2019
Idriss 1er,69.1,1129.6,780.1,17/8/2020
Idriss 1er,84.1,1129.6,949.9,17/8/2019
Al Wahda,57.9,3522.25,2039.75,17/8/2020
Al Wahda,56.5,3522.25,1990.4,17/8/2019
El Kensera,32.4,216.4,70.2,17/8/2020
El Kensera,60.6,216.4,131.2,17/8/2019
Bin El Ouidane,25.1,1215.5,304.8,17/8/2020
Bin El Ouidane,51.8,1215.5,629.6,17/8/2019
Al Hanssali,17.5,668.2,117.2,17/8/2020
Al Hanssali,39.7,668.2,265.3,17/8/2019
Al Massira,14.9,2657.0,395.2,17/8/2020
Al Massira,18.8,2657.0,499.8,17/8/2019
Oued El Makhazine,88.3,672.9,594.0,18/8/2020
Oued El Makhazine,85.5,672.9,575.0,18/8/2019
Hassan II,28.5,392.3,112.0,18/8/2020
Hassan II,38.8,392.3,152.2,18/8/2019
Oued ZA,100.0,94.9,94.9,18/8/2020
Oued ZA,93.3,94.9,88.5,18/8/2019
Mohamed V,17.9,239.5,42.9,18/8/2020
Mohamed V,6.6,239.5,15.7,18/8/2019
Idriss 1er,68.8,1129.6,777.3,18/8/2020
Idriss 1er,83.9,1129.6,947.3,18/8/2019
Al Wahda,57.8,3522.25,2035.31,18/8/2020
Al Wahda,56.4,3522.25,1986.0,18/8/2019
El Kensera,32.1,216.4,69.4,18/8/2020
El Kensera,60.3,216.4,130.5,18/8/2019
Bin El Ouidane,24.9,1215.5,302.7,18/8/2020
Bin El Ouidane,51.3,1215.5,623.8,18/8/2019
Al Hanssali,17.3,668.2,115.9,18/8/2020
Al Hanssali,39.2,668.2,261.8,18/8/2019
Al Massira,14.9,2657.0,396.0,18/8/2020
Al Massira,18.8,2657.0,498.9,18/8/2019
Oued El Makhazine,88.1,672.9,592.6,19/8/2020
Oued El Makhazine,85.3,672.9,574.0,19/8/2019
Hassan II,28.5,392.3,112.0,19/8/2020
Hassan II,38.8,392.3,152.1,19/8/2019
Oued ZA,100.0,94.9,94.9,19/8/2020
Oued ZA,91.1,94.9,86.4,19/8/2019
Mohamed V,18.3,239.5,43.8,19/8/2020
Mohamed V,9.5,239.5,22.7,19/8/2019
Idriss 1er,68.5,1129.6,774.0,19/8/2020
Idriss 1er,83.6,1129.6,944.8,19/8/2019
Al Wahda,57.7,3522.25,2030.87,19/8/2020
Al Wahda,56.3,3522.25,1983.4,19/8/2019
El Kensera,31.8,216.4,68.8,19/8/2020
El Kensera,59.9,216.4,129.7,19/8/2019
Bin El Ouidane,24.7,1215.5,300.0,19/8/2020
Bin El Ouidane,51.2,1215.5,621.9,19/8/2019
Al Hanssali,17.2,668.2,114.7,19/8/2020
Al Hanssali,39.2,668.2,262.2,19/8/2019
Al Massira,14.9,2657.0,395.6,19/8/2020
Al Massira,18.8,2657.0,500.3,19/8/2019
Oued El Makhazine,87.9,672.9,591.6,20/8/2020
Oued El Makhazine,85.1,672.9,572.6,20/8/2019
Hassan II,28.5,392.3,112.0,20/8/2020
Hassan II,38.7,392.3,151.8,20/8/2019
Oued ZA,100.0,94.9,94.9,20/8/2020
Oued ZA,85.3,94.9,80.9,20/8/2019
Mohamed V,18.9,239.5,45.2,20/8/2020
Mohamed V,9.9,239.5,23.7,20/8/2019
Idriss 1er,68.2,1129.6,770.7,20/8/2020
Idriss 1er,83.4,1129.6,942.2,20/8/2019
Al Wahda,57.5,3522.25,2026.44,20/8/2020
Al Wahda,56.2,3522.25,1979.9,20/8/2019
El Kensera,31.4,216.4,68.0,20/8/2020
